_id,close,date,feeGrowthGlobal0X128,feeGrowthGlobal1X128,feesUSD,high,id,liquidity,low,open,pool.feeTier,pool.id,pool.token0,pool.token1,sqrtPrice,tick,token0Price,token1Price,tvlUSD,txCount,volumeToken0,volumeToken1,volumeUSD
6236bec0c0b5e15c90553179,2727.203217949821970506927015553124,1646870400,1904335799713796863073160549857410,673790808075373076388815338264841333211781,250939.8399462966849766932383561748,2727.361886338302983533753369579006,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19061,14607671969916894001,2564.677687956951214146292826064234,2727.203217949821970506927015553124,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1549835881108261329019628660373483,197636,2613.290832558950638551254420027394,0.0003826592844321096017295889891675096,381278710.1784393709652907731087541,522,83595891.966962,31950.087000184737785603,83646613.31543222832556441278539184
6236bec2c0b5e15c9055317c,2578.575161759700467299190386793655,1646784000,1902178302416164822501059789382602,672540142109420344315126888402733449007944,223141.4237898444515635526329844635,2763.001567143379040715489144914212,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19060,15151170524530421962,2576.574925548477971847779030008179,2578.575161759700467299190386793655,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1517121996203430985825977555913735,197209,2727.207341567493896887424258594823,0.0003666754576222424137501520681918502,394859854.2642283678607757495656026,645,74424074.887156,27530.618959612234536438,74380474.59661481718785087766148827
6236bec6c0b5e15c90553181,2489.847915434112324885780249176389,1646697600,1898826036820971988228422157885219,671853616701368427698776504851858510195566,400480.1724089288316101684247023049,2619.883676202067776844996088813177,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19059,14015032474148955454,2489.847915434112324885780249176389,2489.847915434112324885780249176389,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1560416833983220741776162279599540,197772,2577.970323911077352355802102191497,0.0003879020602855059390618596025495255,372552428.9937480064893080277616732,758,133521555.739312,52064.107089090530260644,133493390.8029762772033894749007681
6236bec7c0b5e15c90553183,2546.73601529588807643224295631012,1646611200,1893541219820672489656539027070559,670142766304129365153238582193977611260106,336593.7826595735985840472484467264,2640.372236436002186025150723776319,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19058,12647752309445198713,2452.321706413466302257825663894563,2546.73601529588807643224295631012,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1587790406349881224628248641543628,198120,2489.847915434112324885780249176389,0.0004016309565741677244955293592549553,357493223.2859402693905059798041843,748,112178020.824508,44259.289620154841239484,112197927.5531911995280157494822419
6236bec7c0b5e15c90553186,2663.18084514143631155522995117725,1646524800,1889539775528395420098334251534136,668297691044720927615196298110671146369809,155478.0589515275357566840093729504,2667.804867561652359389651701092635,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19057,12392751444040840502,2543.074483199599855185565995250554,2663.18084514143631155522995117725,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1567098636528840534382820446308841,197857,2556.033267477849485663453841105975,0.0003912312146808417753231345036929809,364668504.4089622857472185453202019,420,51799094.77646,19810.947450248568025092,51826019.65050917858556133645765024
6236bec7c0b5e15c90553188,2616.843341654958122206205130206168,1646438400,1887927519014184798293231634538555,667270749056125583716124829219041797116350,77500.25098566094455109067873947878,2679.647663027971862882292384001569,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19056,11461026719402457845,2600.594743694299877782995974577658,2616.843341654958122206205130206168,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1535250524720482930562412967283747,197447,2663.18084514143631155522995117725,0.0003754908352635331309006667938122142,368171109.6794942166643600828190361,343,25842377.661868,9762.223058834065899562,25833416.99522031485036355957982621
6236becdc0b5e15c9055318c,2838.199808980456630530596551284256,1646352000,1886447427442346483040981506759631,666885853402272772351358152187184905687878,214407.9017613814606929970730372785,2838.314829214115450048317408615738,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19055,9360362143372267796,2581.846597041125179143164467764455,2838.199808980456630530596551284256,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1548791753320911206955816600222554,197622,2616.815553456486659929043613748662,0.0003821438613352495712282570381039243,351914121.6845710370404753734016096,548,71424467.178084,26488.328238436270134023,71469300.58712715356433235767909267
6236becec0b5e15c9055318f,2952.684266180530755895791073051599,1646265600,1883520537283602246302968786516760,664995954024334565819706356605406979715359,141232.2520049637140784824133900024,2962.101125058128078396009641904452,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19054,9235848315025056509,2794.253927464035111666735336381039,2952.684266180530755895791073051599,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1486682288025307402418627698011580,196804,2840.029379320861593487066333871337,0.000352109033547790540097319545926057,366070566.0806440515814792585258441,408,47060005.938573,16385.406709460180277828,47077417.33498790469282747113000088
6236becfc0b5e15c90553193,2972.222215491192561604267246749576,1646179200,1881480621103764042256871021807089,663903355605105242427250333319909259998130,346556.1861346095396414811489749128,3070.919156784535132204532882492256,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19053,9202873203891771694,2924.318037863592958396915671581084,2972.222215491192561604267246749576,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1457268878223996430447004062036982,196404,2955.832277360311117226870002449169,0.0003383141890895934744390187269213657,374752099.5734545169714172912411249,636,115554072.707655,38692.746581525277754302,115518728.711536513213827049658304
6236becfc0b5e15c90553198,2922.655185928504173188856739108901,1646092800,1876068796194123692468294700925448,662036919483308334288013264734650514867411,248066.6637390333900684394755406516,3030.004057423028902455401166177375,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19052,8802539832185482797,2867.984595292221402182870846874371,2922.655185928504173188856739108901,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1453233583670637695281068191439386,196349,2972.270397420131483917476524986784,0.0003364431448995956346967144094785523,362572637.9547380937760830360352454,635,82696597.879343,28082.733695840893532522,82688887.91301113002281315851355034
6236bed0c0b5e15c9055319a,2618.258618160921616114896450656809,1646006400,1870973531036330274390200880417620,660487174447737140448550226199159314245055,306530.5735359952560603514694302389,2924.85375772834584228832539416558,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19051,8393852498978764814,2583.829708586976548041892209172544,2618.258618160921616114896450656809,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1466999403658011081811551165609983,196537,2916.7505798919255364682248667028,0.0003428472790556719579900693982151698,328357618.3829614777296828503037867,582,102232916.739544,37713.400081301108774016,102176857.845331752020117156476746
6236bed1c0b5e15c905531a3,2778.412163417574007949849956137821,1645920000,1863838439418095301473052561242725,658891165208437838266573099777605059510584,337809.4142042541724109787136258859,2827.732940792160751319619344065292,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19050,9694733393699731242,2571.34675733974717405167249997331,2778.412163417574007949849956137821,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1547115296072445838609692546820716,197601,2622.489799304209533427233092850758,0.0003813170218108443161601258856451845,310355440.2332054857564685834898317,670,112571056.617367,41781.864422418771740917,112603138.0680847241369929045419619
6236bed2c0b5e15c905531a6,2763.825288505893472150528966738731,1645833600,1858333394597324628204056783837896,656302358906087588177762412899408696806734,184604.4699595765583822554174075983,2854.226628832610273262178134524387,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19049,8137068520149967076,2743.140170012834595938372098989521,2763.825288505893472150528966738731,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1503932998134641732490150240030206,197035,2775.250507240461211124910915273258,0.000360327832529373584576368029980395,320292467.6956901387707172676819689,466,61540086.451423,22011.01167595803240179,61534823.31985885279408513913586603
6236bed2c0b5e15c905531a8,2596.593172443531630365921430694087,1645747200,1854681536701872470071728440084108,655044442342829939182756187608517406308673,368019.3080323818261030121151194869,2838.998117763500519553625294287378,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19048,9063268706137842797,2580.945791129273008203365336156273,2596.593172443531630365921430694087,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1507705551028769701525067361427761,197085,2761.37952204450346186385950820778,0.0003621378343747577094904096632121094,316249742.7404918830206261017714297,691,122705753.229438,45767.532622822528261255,122673102.6774606087010040383731625
6236bed4c0b5e15c905531c4,2587.809456525359898102779112605899,1645660800,1847239743916729236718641082952419,652889141448008992445980815701732910674237,679687.0597249717004769872139268852,2704.827275424487418575805557039298,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19047,9425321134119252801,2290.248488738497447239290285319308,2587.809456525359898102779112605899,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1555182921342086036870482994942631,197705,2595.351657219327091771300841633766,0.0003853042408408751297817758415021172,306921067.0111067396117368748163012,1443,226557951.029019,92230.945484124599110501,226562353.2416572334923290713089626
6236bed4c0b5e15c905531c7,2638.430628203142136270488399992454,1645574400,1834346478772979898145648081747784,647650182403141971016183387910002369071112,218155.3333132230610042144667914994,2745.29760750711806660402202104914,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19046,10888811024551289963,2587.828742231766456648951432357425,2638.430628203142136270488399992454,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1557441768368068191113063593672704,197734,2587.828742231766456648951432357425,0.0003864243346866883980171581748830249,321795841.1410671066755676696897999,465,72709531.377471,27295.524373090171398478,72718444.43774102033473815559716651
6236bed4c0b5e15c905531c9,2574.41701244080546714055679256941,1645488000,1831402044286090592641708495676275,646334745409819625787792044462174751316577,320714.5999257619829771050762713688,2655.308051165000697399107267431711,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19045,10875745677263086795,2510.77079290034293242030919728217,2574.41701244080546714055679256941,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1540772788269089924633332741419677,197519,2644.124912409623748914449755797499,0.0003781969585879691390295229657207165,323900954.6645759334886032779902408,613,106922110.882569,41296.601585340490187886,106904866.6419206609923683587571229
6236bed6c0b5e15c905531d7,2629.09080625183023138356540542111,1645401600,1825991106272345993540922252072869,644512370260223642528945384793706316667699,434677.975857135354271947382389733,2750.532714400867444789517490737661,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19044,10204957036210923615,2567.863876486338301705347811221728,2629.09080625183023138356540542111,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1561473380461868405774409015033558,197786,2574.482817800470313255968794109513,0.0003884275292442456002566579742894019,318158964.0543933716543295434373719,666,144891356.235831,54562.75075389904208439,144892658.619045118090649127463244
6236bed7c0b5e15c905531d9,2758.054829024314681930474108060027,1645315200,1819180054854525647470320508764498,641731411866082884678457405174054009046092,199739.7326939875359420716144669753,2758.054829024314681930474108060027,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19043,10098035624789889667,2584.514316022723846358431985335713,2758.054829024314681930474108060027,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1545170296032951293291633827405529,197576,2629.096130119969849998769917028346,0.0003803588573820495505937137398153213,320248328.2460421887795650529304725,472,66555758.953633,25138.985009542255604029,66579910.89799584531402387148899194
6236bed8c0b5e15c905531e1,2784.195978430788180071755571242079,1645228800,1816434225471474161309881471122383,640229201383873159944402779240646682059323,130129.3141605204491339017224358676,2821.946528500150779281557172001279,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19042,10566910848635913712,2705.886108074226129502148237368059,2784.195978430788180071755571242079,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1508334494754216562950070704291480,197093,2759.077127933076725636409675655944,0.0003624400310799342299648502768602341,330269489.8932095308136028995795422,356,43368965.685938,15715.394866671733576942,43376438.05350681637796724081195578
6236bed8c0b5e15c905531e6,2886.455984858971945295441550809646,1645142400,1814452759349957996535690447301109,639415663575974720932468195409585516743067,252532.9479687412299168736828129175,2932.26159401333577457453731810205,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19041,10390404008467366668,2758.168990969788238037028289660744,2886.455984858971945295441550809646,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1501512746014420172067241840974813,197002,2784.20443623072378699948844655156,0.0003591690275997861967989672229797627,359180020.9064411928258560098189909,460,84152025.559659,29709.183983000823309548,84177649.32291374330562456093763916
6236bed9c0b5e15c905531ea,3129.816456662140162420898009633429,1645056000,1811168007691576532247575641284420,637911081756367627313839605344135338445241,322917.5259529010435835927488194,3152.247867330468915556046158094861,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19040,11915959553821411061,2858.534247848997732100755173980043,3129.816456662140162420898009633429,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1474173904559436768522396757299845,196635,2888.429215941195134269828090820699,0.0003462089340742767123024501980413201,387529577.9914543236621386509621867,511,107569690.062084,35703.410829244748292448,107639175.3176336811945309162731333
6236bed9c0b5e15c905531ed,3182.823753700729558361273770677962,1644969600,1808362058060174299439299994212621,636218573339298306583081337992233722919203,197672.4742631419393759539580708592,3183.049626985064524035438188356014,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19039,14810936120511031832,3055.489909661148704769658930413938,3182.823753700729558361273770677962,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1416150825690578779197880270612934,195832,3129.969803351954434380180805491188,0.0003194919001867295040420332244121923,401922940.6190992461305719053628087,337,65879913.655895,21062.458519923015028886,65890824.75438064645865131935695331
6236bedac0b5e15c905531ef,2937.031315564994830595135330745894,1644883200,1806388126672532295311054760811028,635428121653142074022989767598000004683013,194053.3100249886267158522905741119,3185.351271203341440258484068524487,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19038,14759067893673247205,2922.845049998100400189905356118045,2937.031315564994830595135330745894,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1403786035099343519338802318399390,195656,3185.351271203341440258484068524487,0.0003139371186595148909531917143087887,404417447.862069715054893672321205,392,64749718.954002,21011.839698766833674237,64684436.67499620890528409685803734
6236bedbc0b5e15c905531f2,2878.573198990844814560983596088932,1644796800,1802933313189097978827757192113732,635045811420667638082259140840512890030394,174756.4049634493692525584718110384,2967.858545611051561833442896928226,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19037,11901184391400248321,2841.578636811660139062847697343281,2878.573198990844814560983596088932,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1461925680827602836147376391685235,196468,2937.031315564994830595135330745894,0.0003404798562073318041285789051032013,387421128.0386867543793102403482727,404,58263874.497642,20088.970529720653342501,58252134.98781645641751949060367952
6236bedcc0b5e15c905531f4,2909.007112791592939374133141852326,1644710400,1800128549687356433810893895853158,634270910625922851174478852091824637326182,140303.2685084941519411712667531943,2945.673845849181915146125164215158,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19036,12623310036137207715,2846.668137267920918564476389706779,2909.007112791592939374133141852326,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1476690625284872098486570055862505,196669,2878.592118093305314177583541190916,0.0003473920440879865134764387850524991,384023297.2339414562339035787561329,314,46761656.624367,16132.661203523893657655,46767756.16949805064705708891773139
6236beddc0b5e15c905531f6,2927.894804133826694773970011385306,1644624000,1798295621841518012657949984737167,633533548252037372636412547768468759981876,252565.797935569030089720810420643,2976.680057184875157311069154108337,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19035,11978527181998268750,2868.398508911970699766487518644301,2927.894804133826694773970011385306,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1468071473374642527942623678060369,196552,2912.492179286921250539654882563539,0.0003433485614525614152308559848775311,383629232.0885392303841159181758626,465,84183618.835068,28887.329296869418067708,84188599.31185634336324027014021438
6236bedec0b5e15c905531f8,3070.191942355309561308940509133588,1644537600,1794809309974351215602331042764720,632277979187552815912443792749089807200745,412741.893321807544185991148990561,3130.048857866373196193931333088569,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19034,11866157027664725527,2890.022870147491059737738235326034,3070.191942355309561308940509133588,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1463980779391406577129297839754090,196496,2928.791245188908395378016530787563,0.0003414377865416964996503144033830463,386237957.8433795378479248257616371,716,137543801.768301,45294.104446365627126482,137580631.107269181395330382996854
6236bedec0b5e15c905531fb,3241.092609077240291482576286561171,1644451200,1790666128237017939671878928539885,630471496392028016394795724138873822200752,395861.3961863346751473044666297961,3271.707564702536836279850104791481,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19033,20354698569158489749,3072.084600324768449854405414828125,3241.092609077240291482576286561171,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1429430347318173588108385253141963,196018,3072.084600324768449854405414828125,0.0003255118690072154962442493771185213,393629775.942893639182456382297486,501,131900983.513497,41468.394907977385686402,131953798.7287782250491014888765987
6236bedfc0b5e15c905531fe,3127.368709444685624225302430270585,1644364800,1786802744567780459413906978203349,628757864996967647420969713796004882454600,207943.5749514584455524563764118036,3261.212660905622794868890504358886,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19032,13612205555217098801,3068.234807060225197240016096509019,3127.368709444685624225302430270585,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1390538505020822509541177164601237,195467,3246.333466222840399156260482720824,0.0003080398272095921158669375539056059,397771055.7345288319917487295759602,388,69343347.606816,22022.739315204240614286,69314524.9838194818508187921372678
6236bee0c0b5e15c90553200,3148.113070129037026676898787929302,1644278400,1783846803238155482971795840724042,628154827631825794215383595818876416925415,277743.4492929839993242475845494337,3217.834427463534240261634220711595,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19031,13681137454892793906,3037.340124230767635401343041038108,3148.113070129037026676898787929302,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1416737027699400242461134591773962,195840,3127.380169623527896132256186681744,0.0003197564561267840314288826310206593,388441934.9295451263723371462195575,497,92575403.419573,29813.713366013695378963,92581149.76432799977474919484981101
6236bee1c0b5e15c90553202,3059.467075271849104133847678940387,1644192000,1780715259558259149667407859108293,627090611513157005661461240864378717290162,238011.2831596070252004240021878798,3180.860379018007982491582482901262,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19030,13530285264398034994,3005.709325935847440907669840803987,3059.467075271849104133847678940387,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1411987246238803292934430022111349,195773,3148.45593597808440355834281390826,0.0003176160061739421288869894518887582,388551362.8748595462783665145299195,468,79356221.353868,25563.087940491348841666,79337094.3865356750668080007292934
6236bee1c0b5e15c90553204,3019.886213788377823124062780498369,1644105600,1777489639274400271573809147228773,626299899555449601561874831665000474862900,137370.3901015783286755082562286901,3064.326674763549548519864747529854,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19029,13652018148907112647,2967.626870535256601039167014009644,3019.886213788377823124062780498369,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1431238640874342141180073107142710,196044,3064.326674763549548519864747529854,0.0003263359641893148634574898087201007,379201714.026713488735883122459162,370,45807081.086829,15220.102059022337264383,45790130.03385944289183608540956336
6236bee2c0b5e15c90553206,2983.969181259408557887728162902574,1644019200,1775684469889652624879375622631662,625836144004339786197894598716114158058563,183612.270720936184509293760025383,3050.979734410188216047205750130095,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19028,13633295880368351956,2969.411499431794083063719651930612,2983.969181259408557887728162902574,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1441731190114115231776024003112899,196190,3019.886213788377823124062780498369,0.0003311383042957512599850801513437717,376644457.4455600665665780297387787,377,61211447.5647,20335.72326038061204582,61204090.24031206150309792000846111
6236bee2c0b5e15c90553208,2690.028924725841543791486556772678,1643932800,1772821728733344870082871691052277,624997450377773364124264663474940969546813,274198.0065294465117396399915469526,2987.221842328757866488340711229065,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19027,10200768397820987925,2680.852609864939288637077153710062,2690.028924725841543791486556772678,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1449592207321527582003165012000000,196299,2987.221842328757866488340711229065,0.000334759201954825984757911338971974,346352138.3203378867396451812766862,515,91464259.85298,32098.228788612388886134,91399335.50981550391321333051565109
6236bee2c0b5e15c9055320a,2686.440719491703972639103734265182,1643846400,1766894531707611258158223083295781,623948221148571058539711258909218375303509,234711.922634768748362116086083479,2717.538481942029697041506050194628,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19026,17292919977131107979,2586.225964156362612431751957612955,2686.440719491703972639103734265182,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1527569958413225833837237410230051,197347,2690.028924725841543791486556772678,0.0003717432146577816243505885113119432,330894624.7502104186679431522457174,449,78242802.943811,29637.348813652859230997,78237307.54492291612070536202782643
6236bee2c0b5e15c9055320c,2794.261455542200429664928563821494,1643760000,1763484815513327370117263798493304,622657482301367904013315937345066523341352,276048.8632050542820573251424798626,2804.035680118011883596536335746341,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8-19025,11485410236845009328,2625.757227357935640161813348311797,2794.261455542200429664928563821494,3000,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,,,1529977732068126790416385384873426,197378,2681.56882216756074030142660998642,0.0003729160302481745940814591804495595,331293228.2957511029556388549181424,459,91992660.294424,33965.137342073253734623,92016287.73501809401910838082662073
